created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name
Wed Aug 06 16:20:10 +0000 2025,1953128978505433106,"-rl Hey, temenan? sudah legal jadi mdni, hobi main roblox dari siang (makan nasi) sampai malam (minum susu) 👌",0,33,0,0,in,1245422978990362624,1953128978505433106,munvess,https://x.com/munvess/status/1953128978505433106,https://pbs.twimg.com/media/GxrodGVXwAAve_H.jpg,,
Wed Aug 06 16:19:23 +0000 2025,1953128783373795666,Makan malam,0,0,0,0,in,1014062322384420869,1953128783373795666,fitrisufri,https://x.com/fitrisufri/status/1953128783373795666,https://pbs.twimg.com/media/GxroO8PbkAAy3Qf.jpg,"Kota Palembang, Sumatera Selatan",
Wed Aug 06 16:16:21 +0000 2025,1953128018915811506,"faktor gen z susah kaya : udah kerja siang malam sampe otot tegang, cuma 'dibayar' terima kasih dan makan siang 🤡",0,0,0,0,in,1314465204743282688,1953128018915811506,coupoutie,https://x.com/coupoutie/status/1953128018915811506,,,
Wed Aug 06 16:14:50 +0000 2025,1953127637196652639,@rouleauxx Makan malam ini,0,0,0,0,in,1468604780448989184,1953109313209417975,dealepop,https://x.com/dealepop/status/1953127637196652639,,,rouleauxx
Wed Aug 06 16:10:11 +0000 2025,1953126465387610481,semoga kebiasaan makan mie tengah malam hilang 🕯️,0,1,0,0,in,1285657014933131264,1953126465387610481,gisanoren,https://x.com/gisanoren/status/1953126465387610481,,legal,
Wed Aug 06 16:08:36 +0000 2025,1953126066387861552,"Siapa yang kasi idea nasik campur jual tengah hari je, tak jual malam??? Takkan nak makan nasik kandar je boringlah. Aku nak gulai tempoyak paku, sambal tempe, ayam masa cili api, keli balado. Malam je kedai mek. Tak de ke orang kaya nak invest buka kedai nasik campur malam?",0,2,8,17,in,1009440061014749185,1953126066387861552,efanhamza,https://x.com/efanhamza/status/1953126066387861552,,Tg Malim & Sendayan,
Wed Aug 06 16:05:39 +0000 2025,1953125327003062708,@uPapi makan malam sateee,0,0,0,0,in,1847911879198568448,1953070231511023874,bvloke,https://x.com/bvloke/status/1953125327003062708,,M'Chigeeng 22 (West Bay 22),uPapi
Wed Aug 06 16:02:39 +0000 2025,1953124571370119350,"@shuaashoot met makan juga ka, ak juga otw mam malam, nih menunya",0,0,0,0,in,1104366544174252032,1953088951130132886,Octhawin_,https://x.com/Octhawin_/status/1953124571370119350,https://pbs.twimg.com/tweet_video_thumb/GxrkcGVawAcRYlL.jpg,caratland only!,shuaashoot
Wed Aug 06 15:59:29 +0000 2025,1953123773130961119,"@allegowry Kebetulan udah seminggu lebih nggak makan mie ayam. Lu sendiri, udah cuci piring belum malam ini?",0,1,0,0,in,1917905346234073088,1953089969926619171,Hydrogehn,https://x.com/Hydrogehn/status/1953123773130961119,,Braga El Beaumont.,allegowry
Wed Aug 06 15:59:03 +0000 2025,1953123666092503195,Lapeeerrrrrr tapi berusaha gak makan malam,0,1,0,0,in,1061721517766017024,1953123666092503195,Spritelemonades,https://x.com/Spritelemonades/status/1953123666092503195,,District 9,
Wed Aug 06 15:58:15 +0000 2025,1953123462622662734,@sachianni Ngga boleh makan mie malam-malam tau ternyata.,0,1,0,0,in,3292190334,1953099656923365847,gittalyn,https://x.com/gittalyn/status/1953123462622662734,,𝐭𝐡𝐞 𝐦𝐚𝐞𝐬𝐭𝐡𝐞𝐫.,sachianni
Wed Aug 06 15:57:11 +0000 2025,1953123193340015053,@juaramerangkak @mrtweepsID @sidimangku89240 Awas kak makan malam hati hati wkwk,0,0,0,0,in,1941762785131757569,1952794663640764760,yesandnow21,https://x.com/yesandnow21/status/1953123193340015053,,,juaramerangkak
Wed Aug 06 15:50:38 +0000 2025,1953121546849092007,teori.... kita disuru beli promaag.. apa jgn jgn ini sebuah pertanda kita bakal ga dikasi makan... sampe sore... malam...😥😥😥😥😥 teori menarik bukan😰😰😰😰😰,0,8,0,2,in,1838131038280908800,1953121546849092007,cheezzzeys,https://x.com/cheezzzeys/status/1953121546849092007,,upnvj,
